"Module","Gene","Module_gene","Function","position"
"M16.10","LOC401218","M16.10_LOC401218","TBD","A3.20"
"M16.10","LOC554206","M16.10_LOC554206","TBD","A3.20"
"M16.10","LOC644128","M16.10_LOC644128","TBD","A3.20"
"M16.10","LOC650799","M16.10_LOC650799","TBD","A3.20"
"M16.10","LOC727762","M16.10_LOC727762","TBD","A3.20"
"M16.10","MED9","M16.10_MED9","TBD","A3.20"
"M16.10","MEI1","M16.10_MEI1","TBD","A3.20"
"M16.10","METT10D","M16.10_METT10D","TBD","A3.20"
"M16.10","MGC39900","M16.10_MGC39900","TBD","A3.20"
"M16.10","MIPEP","M16.10_MIPEP","TBD","A3.20"
"M16.10","NAT14","M16.10_NAT14","TBD","A3.20"
"M16.10","NMT2","M16.10_NMT2","TBD","A3.20"
"M16.10","NOXA1","M16.10_NOXA1","TBD","A3.20"
"M16.10","NR2C1","M16.10_NR2C1","TBD","A3.20"
"M16.10","NY-SAR-48","M16.10_NY-SAR-48","TBD","A3.20"
"M16.10","OLFM1","M16.10_OLFM1","TBD","A3.20"
"M16.10","PACSIN1","M16.10_PACSIN1","TBD","A3.20"
"M16.10","PCYT2","M16.10_PCYT2","TBD","A3.20"
"M16.10","PKD1","M16.10_PKD1","TBD","A3.20"
"M16.10","PLAG1","M16.10_PLAG1","TBD","A3.20"
"M16.10","PMS2","M16.10_PMS2","TBD","A3.20"
"M16.10","POL3S","M16.10_POL3S","TBD","A3.20"
"M16.10","PPP1R3F","M16.10_PPP1R3F","TBD","A3.20"
"M16.10","PTER","M16.10_PTER","TBD","A3.20"
"M16.10","PTGDR","M16.10_PTGDR","TBD","A3.20"
"M16.10","RAD17","M16.10_RAD17","TBD","A3.20"
"M16.10","RIMS3","M16.10_RIMS3","TBD","A3.20"
"M16.10","SARM1","M16.10_SARM1","TBD","A3.20"
"M16.10","SELI","M16.10_SELI","TBD","A3.20"
"M16.10","SEPT1","M16.10_SEPT1","TBD","A3.20"
"M16.10","SFMBT1","M16.10_SFMBT1","TBD","A3.20"
"M16.10","SLC41A1","M16.10_SLC41A1","TBD","A3.20"
"M16.10","SMC1A","M16.10_SMC1A","TBD","A3.20"
"M16.10","SNORA33","M16.10_SNORA33","TBD","A3.20"
"M16.10","SNORD35B","M16.10_SNORD35B","TBD","A3.20"
"M16.10","SPATA7","M16.10_SPATA7","TBD","A3.20"
"M16.10","TELO2","M16.10_TELO2","TBD","A3.20"
"M16.10","TMEM191B","M16.10_TMEM191B","TBD","A3.20"
"M16.10","TP53AP1","M16.10_TP53AP1","TBD","A3.20"
"M16.10","TRSPAP1","M16.10_TRSPAP1","TBD","A3.20"
"M16.10","WDR74","M16.10_WDR74","TBD","A3.20"
"M16.10","XIST","M16.10_XIST","TBD","A3.20"
"M16.10","ZNF133","M16.10_ZNF133","TBD","A3.20"
"M16.10","ZNF154","M16.10_ZNF154","TBD","A3.20"
"M16.10","ZNF285A","M16.10_ZNF285A","TBD","A3.20"
"M16.10","ZNF3","M16.10_ZNF3","TBD","A3.20"
"M16.10","ZNF34","M16.10_ZNF34","TBD","A3.20"
"M16.10","ZNF35","M16.10_ZNF35","TBD","A3.20"
"M16.10","ZNF431","M16.10_ZNF431","TBD","A3.20"
"M16.10","ZNF525","M16.10_ZNF525","TBD","A3.20"
"M16.10","ZNF594","M16.10_ZNF594","TBD","A3.20"
"M16.10","ZNF616","M16.10_ZNF616","TBD","A3.20"
"M16.10","ZNF772","M16.10_ZNF772","TBD","A3.20"
"M16.11","ANGPT1","M16.11_ANGPT1","Protein synthesis","A4.7"
"M16.11","ANKHD1-EIF4EBP3","M16.11_ANKHD1-EIF4EBP3","Protein synthesis","A4.7"
"M16.11","ANKRD6","M16.11_ANKRD6","Protein synthesis","A4.7"
"M16.11","AURKA","M16.11_AURKA","Protein synthesis","A4.7"
"M16.11","AZIN1","M16.11_AZIN1","Protein synthesis","A4.7"
"M16.11","BA16L21.2.1","M16.11_BA16L21.2.1","Protein synthesis","A4.7"
"M16.11","BBS10","M16.11_BBS10","Protein synthesis","A4.7"
"M16.11","C10ORF63","M16.11_C10ORF63","Protein synthesis","A4.7"
"M16.11","C14ORF28","M16.11_C14ORF28","Protein synthesis","A4.7"
"M16.11","C17ORF58","M16.11_C17ORF58","Protein synthesis","A4.7"
"M16.11","C17ORF65","M16.11_C17ORF65","Protein synthesis","A4.7"
"M16.11","C19ORF54","M16.11_C19ORF54","Protein synthesis","A4.7"
"M16.11","C9ORF32","M16.11_C9ORF32","Protein synthesis","A4.7"
"M16.11","C9ORF64","M16.11_C9ORF64","Protein synthesis","A4.7"
"M16.11","CBLL1","M16.11_CBLL1","Protein synthesis","A4.7"
"M16.11","CLEC4C","M16.11_CLEC4C","Protein synthesis","A4.7"
"M16.11","CREB1","M16.11_CREB1","Protein synthesis","A4.7"
"M16.11","CXCL5","M16.11_CXCL5","Protein synthesis","A4.7"
"M16.11","DEF8","M16.11_DEF8","Protein synthesis","A4.7"
"M16.11","DGCR14","M16.11_DGCR14","Protein synthesis","A4.7"
"M16.11","DIDO1","M16.11_DIDO1","Protein synthesis","A4.7"
"M16.11","DLEU2","M16.11_DLEU2","Protein synthesis","A4.7"
"M16.11","DONSON","M16.11_DONSON","Protein synthesis","A4.7"
"M16.11","EIF2S2","M16.11_EIF2S2","Protein synthesis","A4.7"
"M16.11","EXOC5","M16.11_EXOC5","Protein synthesis","A4.7"
"M16.11","FAM101B","M16.11_FAM101B","Protein synthesis","A4.7"
"M16.11","FLJ43692","M16.11_FLJ43692","Protein synthesis","A4.7"
"M16.11","FLJ45244","M16.11_FLJ45244","Protein synthesis","A4.7"
"M16.11","GLRX2","M16.11_GLRX2","Protein synthesis","A4.7"
"M16.11","GOSR1","M16.11_GOSR1","Protein synthesis","A4.7"
"M16.11","GPR34","M16.11_GPR34","Protein synthesis","A4.7"
"M16.11","GPSM2","M16.11_GPSM2","Protein synthesis","A4.7"
"M16.11","H6PD","M16.11_H6PD","Protein synthesis","A4.7"
"M16.11","HAX1","M16.11_HAX1","Protein synthesis","A4.7"
"M16.11","HS.408455","M16.11_HS.408455","Protein synthesis","A4.7"
"M16.11","HS.438858","M16.11_HS.438858","Protein synthesis","A4.7"
"M16.11","HS.444683","M16.11_HS.444683","Protein synthesis","A4.7"
"M16.11","HS.461819","M16.11_HS.461819","Protein synthesis","A4.7"
"M16.11","HS.48729","M16.11_HS.48729","Protein synthesis","A4.7"
"M16.11","HS.527535","M16.11_HS.527535","Protein synthesis","A4.7"
"M16.11","HS.537002","M16.11_HS.537002","Protein synthesis","A4.7"
"M16.11","HS.570838","M16.11_HS.570838","Protein synthesis","A4.7"
"M16.11","HS.571946","M16.11_HS.571946","Protein synthesis","A4.7"
"M16.11","IMPAD1","M16.11_IMPAD1","Protein synthesis","A4.7"
"M16.11","INPP4A","M16.11_INPP4A","Protein synthesis","A4.7"
"M16.11","KIAA0226","M16.11_KIAA0226","Protein synthesis","A4.7"
"M16.11","KIAA1797","M16.11_KIAA1797","Protein synthesis","A4.7"
"M16.11","KLC1","M16.11_KLC1","Protein synthesis","A4.7"
"M16.11","LOC143666","M16.11_LOC143666","Protein synthesis","A4.7"
"M16.11","LOC255620","M16.11_LOC255620","Protein synthesis","A4.7"
"M16.11","LOC642233","M16.11_LOC642233","Protein synthesis","A4.7"
"M16.11","LOC642255","M16.11_LOC642255","Protein synthesis","A4.7"
"M16.11","LOC642921","M16.11_LOC642921","Protein synthesis","A4.7"
"M16.11","LOC642946","M16.11_LOC642946","Protein synthesis","A4.7"
"M16.11","LOC643713","M16.11_LOC643713","Protein synthesis","A4.7"
"M16.11","LOC649270","M16.11_LOC649270","Protein synthesis","A4.7"
"M16.11","LOC727935","M16.11_LOC727935","Protein synthesis","A4.7"
"M16.11","LOC732172","M16.11_LOC732172","Protein synthesis","A4.7"
"M16.11","MAN1A2","M16.11_MAN1A2","Protein synthesis","A4.7"
"M16.11","MAP7","M16.11_MAP7","Protein synthesis","A4.7"
"M16.11","MGC42367","M16.11_MGC42367","Protein synthesis","A4.7"
"M16.11","NETO2","M16.11_NETO2","Protein synthesis","A4.7"
"M16.11","NLRP2","M16.11_NLRP2","Protein synthesis","A4.7"
"M16.11","NONO","M16.11_NONO","Protein synthesis","A4.7"
"M16.11","NOV","M16.11_NOV","Protein synthesis","A4.7"
"M16.11","PDSS1","M16.11_PDSS1","Protein synthesis","A4.7"
"M16.11","PHACTR1","M16.11_PHACTR1","Protein synthesis","A4.7"
"M16.11","PHF16","M16.11_PHF16","Protein synthesis","A4.7"
"M16.11","PLEKHJ1","M16.11_PLEKHJ1","Protein synthesis","A4.7"
"M16.11","POU2F1","M16.11_POU2F1","Protein synthesis","A4.7"
"M16.11","PSEN2","M16.11_PSEN2","Protein synthesis","A4.7"
"M16.11","RCHY1","M16.11_RCHY1","Protein synthesis","A4.7"
"M16.11","RGPD1","M16.11_RGPD1","Protein synthesis","A4.7"
"M16.11","RPL29","M16.11_RPL29","Protein synthesis","A4.7"
"M16.11","RPS6KA2","M16.11_RPS6KA2","Protein synthesis","A4.7"
"M16.11","RSC1A1","M16.11_RSC1A1","Protein synthesis","A4.7"
"M16.11","RTF1","M16.11_RTF1","Protein synthesis","A4.7"
"M16.11","S100Z","M16.11_S100Z","Protein synthesis","A4.7"
"M16.11","SCCPDH","M16.11_SCCPDH","Protein synthesis","A4.7"
"M16.11","SCML4","M16.11_SCML4","Protein synthesis","A4.7"
"M16.11","SEL1L","M16.11_SEL1L","Protein synthesis","A4.7"
"M16.11","SERPINI1","M16.11_SERPINI1","Protein synthesis","A4.7"
"M16.11","SETD4","M16.11_SETD4","Protein synthesis","A4.7"
"M16.11","SIL1","M16.11_SIL1","Protein synthesis","A4.7"
"M16.11","SLC25A14","M16.11_SLC25A14","Protein synthesis","A4.7"
"M16.11","SLC2A5","M16.11_SLC2A5","Protein synthesis","A4.7"
"M16.11","SNORA32","M16.11_SNORA32","Protein synthesis","A4.7"
"M16.11","SPATA2","M16.11_SPATA2","Protein synthesis","A4.7"
"M16.11","SPG3A","M16.11_SPG3A","Protein synthesis","A4.7"
"M16.11","SPRY1","M16.11_SPRY1","Protein synthesis","A4.7"
"M16.11","TM9SF1","M16.11_TM9SF1","Protein synthesis","A4.7"
"M16.11","TMUB2","M16.11_TMUB2","Protein synthesis","A4.7"
"M16.11","TRAF3","M16.11_TRAF3","Protein synthesis","A4.7"
"M16.11","TRAK1","M16.11_TRAK1","Protein synthesis","A4.7"
"M16.11","TRIM37","M16.11_TRIM37","Protein synthesis","A4.7"
"M16.11","TRIOBP","M16.11_TRIOBP","Protein synthesis","A4.7"
"M16.11","VPS13D","M16.11_VPS13D","Protein synthesis","A4.7"
"M16.11","ZFYVE1","M16.11_ZFYVE1","Protein synthesis","A4.7"
"M16.11","ZNF250","M16.11_ZNF250","Protein synthesis","A4.7"
"M16.11","ZNF333","M16.11_ZNF333","Protein synthesis","A4.7"
"M16.11","ZNF509","M16.11_ZNF509","Protein synthesis","A4.7"
"M16.11","ZNF626","M16.11_ZNF626","Protein synthesis","A4.7"
"M16.12","ACTN2","M16.12_ACTN2","B cells","A15.1"
"M16.12","AKAP11","M16.12_AKAP11","B cells","A15.1"
"M16.12","AMACR","M16.12_AMACR","B cells","A15.1"
"M16.12","ANKDD1A","M16.12_ANKDD1A","B cells","A15.1"
"M16.12","AP1GBP1","M16.12_AP1GBP1","B cells","A15.1"
"M16.12","APOBEC3F","M16.12_APOBEC3F","B cells","A15.1"
"M16.12","ARRDC3","M16.12_ARRDC3","B cells","A15.1"
"M16.12","BCOR","M16.12_BCOR","B cells","A15.1"
"M16.12","BRCA1","M16.12_BRCA1","B cells","A15.1"
"M16.12","C10ORF46","M16.12_C10ORF46","B cells","A15.1"
"M16.12","C13ORF25","M16.12_C13ORF25","B cells","A15.1"
"M16.12","C6ORF150","M16.12_C6ORF150","B cells","A15.1"
"M16.12","C7ORF20","M16.12_C7ORF20","B cells","A15.1"
"M16.12","C9ORF38","M16.12_C9ORF38","B cells","A15.1"
"M16.12","C9ORF84","M16.12_C9ORF84","B cells","A15.1"
"M16.12","CAB39L","M16.12_CAB39L","B cells","A15.1"
"M16.12","CC2D1B","M16.12_CC2D1B","B cells","A15.1"
"M16.12","CCDC100","M16.12_CCDC100","B cells","A15.1"
"M16.12","CCNL2","M16.12_CCNL2","B cells","A15.1"
"M16.12","CD84","M16.12_CD84","B cells","A15.1"
"M16.12","CEP152","M16.12_CEP152","B cells","A15.1"
"M16.12","CEP170","M16.12_CEP170","B cells","A15.1"
"M16.12","CLIC5","M16.12_CLIC5","B cells","A15.1"
"M16.12","CUGBP1","M16.12_CUGBP1","B cells","A15.1"
"M16.12","DLL1","M16.12_DLL1","B cells","A15.1"
"M16.12","ERBB2IP","M16.12_ERBB2IP","B cells","A15.1"
"M16.12","EXOC1","M16.12_EXOC1","B cells","A15.1"
"M16.12","FAM108B1","M16.12_FAM108B1","B cells","A15.1"
"M16.12","FCGR2B","M16.12_FCGR2B","B cells","A15.1"
"M16.12","FLJ43663","M16.12_FLJ43663","B cells","A15.1"
"M16.12","GALNT6","M16.12_GALNT6","B cells","A15.1"
"M16.12","GLB1L","M16.12_GLB1L","B cells","A15.1"
"M16.12","GTPBP10","M16.12_GTPBP10","B cells","A15.1"
"M16.12","HMG2L1","M16.12_HMG2L1","B cells","A15.1"
"M16.12","HS.129244","M16.12_HS.129244","B cells","A15.1"
"M16.12","HS.191230","M16.12_HS.191230","B cells","A15.1"
"M16.12","HS.373705","M16.12_HS.373705","B cells","A15.1"
"M16.12","HS.493947","M16.12_HS.493947","B cells","A15.1"
"M16.12","HS.512090","M16.12_HS.512090","B cells","A15.1"
"M16.12","HS.558488","M16.12_HS.558488","B cells","A15.1"
"M16.12","HS.561954","M16.12_HS.561954","B cells","A15.1"
"M16.12","HS.567477","M16.12_HS.567477","B cells","A15.1"
"M16.12","HS.567480","M16.12_HS.567480","B cells","A15.1"
"M16.12","HS.570330","M16.12_HS.570330","B cells","A15.1"
"M16.12","IL2RA","M16.12_IL2RA","B cells","A15.1"
"M16.12","INTS4","M16.12_INTS4","B cells","A15.1"
"M16.12","KENAE","M16.12_KENAE","B cells","A15.1"
"M16.12","KIAA1627","M16.12_KIAA1627","B cells","A15.1"
"M16.12","LBH","M16.12_LBH","B cells","A15.1"
"M16.12","LIG4","M16.12_LIG4","B cells","A15.1"
"M16.12","LINS1","M16.12_LINS1","B cells","A15.1"
"M16.12","LOC440354","M16.12_LOC440354","B cells","A15.1"
"M16.12","LOC441511","M16.12_LOC441511","B cells","A15.1"
"M16.12","LOC645600","M16.12_LOC645600","B cells","A15.1"
"M16.12","LOC646144","M16.12_LOC646144","B cells","A15.1"
"M16.12","LOC648494","M16.12_LOC648494","B cells","A15.1"
"M16.12","LOC648509","M16.12_LOC648509","B cells","A15.1"
"M16.12","LOC651316","M16.12_LOC651316","B cells","A15.1"
"M16.12","LOC652455","M16.12_LOC652455","B cells","A15.1"
"M16.12","LOC652773","M16.12_LOC652773","B cells","A15.1"
"M16.12","LOC728127","M16.12_LOC728127","B cells","A15.1"
"M16.12","LOH11CR2A","M16.12_LOH11CR2A","B cells","A15.1"
"M16.12","LRRC16","M16.12_LRRC16","B cells","A15.1"
"M16.12","MLL3","M16.12_MLL3","B cells","A15.1"
"M16.12","MS4A2","M16.12_MS4A2","B cells","A15.1"
"M16.12","NEDD9","M16.12_NEDD9","B cells","A15.1"
"M16.12","NFX1","M16.12_NFX1","B cells","A15.1"
"M16.12","PDLIM5","M16.12_PDLIM5","B cells","A15.1"
"M16.12","PEX26","M16.12_PEX26","B cells","A15.1"
"M16.12","PHF11","M16.12_PHF11","B cells","A15.1"
"M16.12","PHTF2","M16.12_PHTF2","B cells","A15.1"
"M16.12","PMS2L1","M16.12_PMS2L1","B cells","A15.1"
"M16.12","PMS2L3","M16.12_PMS2L3","B cells","A15.1"
"M16.12","POLR2J4","M16.12_POLR2J4","B cells","A15.1"
"M16.12","POT1","M16.12_POT1","B cells","A15.1"
"M16.12","PXMP4","M16.12_PXMP4","B cells","A15.1"
"M16.12","RAB24","M16.12_RAB24","B cells","A15.1"
"M16.12","RAP1GDS1","M16.12_RAP1GDS1","B cells","A15.1"
"M16.12","RPL37","M16.12_RPL37","B cells","A15.1"
"M16.12","S100PBP","M16.12_S100PBP","B cells","A15.1"
"M16.12","SEPT2","M16.12_SEPT2","B cells","A15.1"
"M16.12","SGTB","M16.12_SGTB","B cells","A15.1"
"M16.12","SH3BP2","M16.12_SH3BP2","B cells","A15.1"
"M16.12","SLC38A1","M16.12_SLC38A1","B cells","A15.1"
"M16.12","SON","M16.12_SON","B cells","A15.1"
"M16.12","SRP54","M16.12_SRP54","B cells","A15.1"
"M16.12","STAU1","M16.12_STAU1","B cells","A15.1"
"M16.12","SUV420H1","M16.12_SUV420H1","B cells","A15.1"
"M16.12","TMTC3","M16.12_TMTC3","B cells","A15.1"
"M16.12","TXNL4A","M16.12_TXNL4A","B cells","A15.1"
"M16.12","UBE2E1","M16.12_UBE2E1","B cells","A15.1"
"M16.12","USP42","M16.12_USP42","B cells","A15.1"
"M16.12","USP9Y","M16.12_USP9Y","B cells","A15.1"
"M16.12","VPS13B","M16.12_VPS13B","B cells","A15.1"
"M16.12","VSTM3","M16.12_VSTM3","B cells","A15.1"
"M16.12","WDR23","M16.12_WDR23","B cells","A15.1"
"M16.12","XPOT","M16.12_XPOT","B cells","A15.1"
"M16.12","XRN1","M16.12_XRN1","B cells","A15.1"
"M16.12","ZNF292","M16.12_ZNF292","B cells","A15.1"
"M16.12","ZNF623","M16.12_ZNF623","B cells","A15.1"
"M16.13","AFAP1L2","M16.13_AFAP1L2","Protein modification","A5.4"
"M16.13","AKR1C4","M16.13_AKR1C4","Protein modification","A5.4"
"M16.13","ANXA4","M16.13_ANXA4","Protein modification","A5.4"
"M16.13","ASCC3","M16.13_ASCC3","Protein modification","A5.4"
"M16.13","BCL11A","M16.13_BCL11A","Protein modification","A5.4"
"M16.13","BTG3","M16.13_BTG3","Protein modification","A5.4"
"M16.13","BZW1","M16.13_BZW1","Protein modification","A5.4"
"M16.13","C10ORF58","M16.13_C10ORF58","Protein modification","A5.4"
"M16.13","C11ORF73","M16.13_C11ORF73","Protein modification","A5.4"
"M16.13","C14ORF145","M16.13_C14ORF145","Protein modification","A5.4"
"M16.13","C20ORF103","M16.13_C20ORF103","Protein modification","A5.4"
"M16.13","CAMK2D","M16.13_CAMK2D","Protein modification","A5.4"
"M16.13","CAMK4","M16.13_CAMK4","Protein modification","A5.4"
"M16.13","CASP6","M16.13_CASP6","Protein modification","A5.4"
"M16.13","CBR3","M16.13_CBR3","Protein modification","A5.4"
"M16.13","CHI3L2","M16.13_CHI3L2","Protein modification","A5.4"
"M16.13","CNTNAP1","M16.13_CNTNAP1","Protein modification","A5.4"
"M16.13","CORO2A","M16.13_CORO2A","Protein modification","A5.4"
"M16.13","DBT","M16.13_DBT","Protein modification","A5.4"
"M16.13","DKFZP564O0823","M16.13_DKFZP564O0823","Protein modification","A5.4"
"M16.13","ERC1","M16.13_ERC1","Protein modification","A5.4"
"M16.13","FAM102A","M16.13_FAM102A","Protein modification","A5.4"
"M16.13","FAM122A","M16.13_FAM122A","Protein modification","A5.4"
"M16.13","FAM86A","M16.13_FAM86A","Protein modification","A5.4"
"M16.13","FLJ22795","M16.13_FLJ22795","Protein modification","A5.4"
"M16.13","GEMIN8","M16.13_GEMIN8","Protein modification","A5.4"
"M16.13","GOSR1","M16.13_GOSR1","Protein modification","A5.4"
"M16.13","GSTM3","M16.13_GSTM3","Protein modification","A5.4"
"M16.13","GTSCR1","M16.13_GTSCR1","Protein modification","A5.4"
"M16.13","GUSBL1","M16.13_GUSBL1","Protein modification","A5.4"
"M16.13","HDGFRP3","M16.13_HDGFRP3","Protein modification","A5.4"
"M16.13","HKDC1","M16.13_HKDC1","Protein modification","A5.4"
"M16.13","HS.46689","M16.13_HS.46689","Protein modification","A5.4"
"M16.13","HS.494932","M16.13_HS.494932","Protein modification","A5.4"
"M16.13","HS.551815","M16.13_HS.551815","Protein modification","A5.4"
"M16.13","HS.558072","M16.13_HS.558072","Protein modification","A5.4"
"M16.13","HS.571417","M16.13_HS.571417","Protein modification","A5.4"
"M16.13","IFT88","M16.13_IFT88","Protein modification","A5.4"
"M16.13","KLHL14","M16.13_KLHL14","Protein modification","A5.4"
"M16.13","LEO1","M16.13_LEO1","Protein modification","A5.4"
"M16.13","LOC153364","M16.13_LOC153364","Protein modification","A5.4"
"M16.13","LOC400566","M16.13_LOC400566","Protein modification","A5.4"
"M16.13","LOC402560","M16.13_LOC402560","Protein modification","A5.4"
"M16.13","LOC644131","M16.13_LOC644131","Protein modification","A5.4"
"M16.13","LOC650321","M16.13_LOC650321","Protein modification","A5.4"
"M16.13","LOC653115","M16.13_LOC653115","Protein modification","A5.4"
"M16.13","LOC653354","M16.13_LOC653354","Protein modification","A5.4"
"M16.13","LOC654074","M16.13_LOC654074","Protein modification","A5.4"
"M16.13","LOC727825","M16.13_LOC727825","Protein modification","A5.4"
"M16.13","LOC728518","M16.13_LOC728518","Protein modification","A5.4"
"M16.13","LOC728554","M16.13_LOC728554","Protein modification","A5.4"
"M16.13","MARCH5","M16.13_MARCH5","Protein modification","A5.4"
"M16.13","METTL2A","M16.13_METTL2A","Protein modification","A5.4"
"M16.13","MGC29891","M16.13_MGC29891","Protein modification","A5.4"
"M16.13","MINPP1","M16.13_MINPP1","Protein modification","A5.4"
"M16.13","MOBKL1A","M16.13_MOBKL1A","Protein modification","A5.4"
"M16.13","MOCS2","M16.13_MOCS2","Protein modification","A5.4"
"M16.13","MRPL19","M16.13_MRPL19","Protein modification","A5.4"
"M16.13","MRPL30","M16.13_MRPL30","Protein modification","A5.4"
"M16.13","MSH2","M16.13_MSH2","Protein modification","A5.4"
"M16.13","NDNL2","M16.13_NDNL2","Protein modification","A5.4"
"M16.13","NKAP","M16.13_NKAP","Protein modification","A5.4"
"M16.13","NUP43","M16.13_NUP43","Protein modification","A5.4"
"M16.13","ORMDL1","M16.13_ORMDL1","Protein modification","A5.4"
"M16.13","PABPC1","M16.13_PABPC1","Protein modification","A5.4"
"M16.13","PCGF6","M16.13_PCGF6","Protein modification","A5.4"
"M16.13","PLS1","M16.13_PLS1","Protein modification","A5.4"
"M16.13","PRKCI","M16.13_PRKCI","Protein modification","A5.4"
"M16.13","PSMB8","M16.13_PSMB8","Protein modification","A5.4"
"M16.13","PSMD10","M16.13_PSMD10","Protein modification","A5.4"
"M16.13","PTRH2","M16.13_PTRH2","Protein modification","A5.4"
"M16.13","R3HDM1","M16.13_R3HDM1","Protein modification","A5.4"
"M16.13","RASGRP2","M16.13_RASGRP2","Protein modification","A5.4"
"M16.13","RBBP4","M16.13_RBBP4","Protein modification","A5.4"
"M16.13","REG4","M16.13_REG4","Protein modification","A5.4"
"M16.13","REPS1","M16.13_REPS1","Protein modification","A5.4"
"M16.13","RPL37A","M16.13_RPL37A","Protein modification","A5.4"
"M16.13","RPSA","M16.13_RPSA","Protein modification","A5.4"
"M16.13","SLC39A14","M16.13_SLC39A14","Protein modification","A5.4"
"M16.13","SMC3","M16.13_SMC3","Protein modification","A5.4"
"M16.13","SOCS5","M16.13_SOCS5","Protein modification","A5.4"
"M16.13","TAF9L","M16.13_TAF9L","Protein modification","A5.4"
"M16.13","TCP1","M16.13_TCP1","Protein modification","A5.4"
"M16.13","TMCC1","M16.13_TMCC1","Protein modification","A5.4"
"M16.13","TOP1MT","M16.13_TOP1MT","Protein modification","A5.4"
"M16.13","TSHZ2","M16.13_TSHZ2","Protein modification","A5.4"
"M16.13","TSPYL2","M16.13_TSPYL2","Protein modification","A5.4"
"M16.13","TUBB6","M16.13_TUBB6","Protein modification","A5.4"
"M16.13","ZC3H7A","M16.13_ZC3H7A","Protein modification","A5.4"
"M16.13","ZNF254","M16.13_ZNF254","Protein modification","A5.4"
"M16.13","ZNF294","M16.13_ZNF294","Protein modification","A5.4"
"M16.13","ZNF611","M16.13_ZNF611","Protein modification","A5.4"
"M16.13","ZNF626","M16.13_ZNF626","Protein modification","A5.4"
"M16.13","ZNHIT2","M16.13_ZNHIT2","Protein modification","A5.4"
"M16.14","AACS","M16.14_AACS","TBD","A6.30"
"M16.14","ABCF3","M16.14_ABCF3","TBD","A6.30"
"M16.14","ABHD12","M16.14_ABHD12","TBD","A6.30"
"M16.14","ADCK1","M16.14_ADCK1","TBD","A6.30"
"M16.14","AMDHD2","M16.14_AMDHD2","TBD","A6.30"
"M16.14","ARRDC1","M16.14_ARRDC1","TBD","A6.30"
"M16.14","ATP13A2","M16.14_ATP13A2","TBD","A6.30"
"M16.14","ATRIP","M16.14_ATRIP","TBD","A6.30"
"M16.14","ATXN2L","M16.14_ATXN2L","TBD","A6.30"
"M16.14","ATXN7L2","M16.14_ATXN7L2","TBD","A6.30"
"M16.14","B3GAT3","M16.14_B3GAT3","TBD","A6.30"
"M16.14","BMF","M16.14_BMF","TBD","A6.30"
"M16.14","C10ORF2","M16.14_C10ORF2","TBD","A6.30"
"M16.14","C16ORF79","M16.14_C16ORF79","TBD","A6.30"
"M16.14","C20ORF29","M16.14_C20ORF29","TBD","A6.30"
"M16.14","CABLES2","M16.14_CABLES2","TBD","A6.30"
"M16.14","CAD","M16.14_CAD","TBD","A6.30"
"M16.14","CAMK1","M16.14_CAMK1","TBD","A6.30"
"M16.14","CAPN3","M16.14_CAPN3","TBD","A6.30"
"M16.14","CD99L2","M16.14_CD99L2","TBD","A6.30"
"M16.14","CECR7","M16.14_CECR7","TBD","A6.30"
"M16.14","CLIP2","M16.14_CLIP2","TBD","A6.30"
"M16.14","CSNK1E","M16.14_CSNK1E","TBD","A6.30"
"M16.14","CYB561","M16.14_CYB561","TBD","A6.30"
"M16.14","CYP4F12","M16.14_CYP4F12","TBD","A6.30"
"M16.14","EDC3","M16.14_EDC3","TBD","A6.30"
"M16.14","EPHB6","M16.14_EPHB6","TBD","A6.30"
"M16.14","FAHD2B","M16.14_FAHD2B","TBD","A6.30"
"M16.14","FAM78A","M16.14_FAM78A","TBD","A6.30"
"M16.14","FLJ10404","M16.14_FLJ10404","TBD","A6.30"
"M16.14","FLJ20254","M16.14_FLJ20254","TBD","A6.30"
"M16.14","G6PC3","M16.14_G6PC3","TBD","A6.30"
"M16.14","GATA2","M16.14_GATA2","TBD","A6.30"
"M16.14","GSTT1","M16.14_GSTT1","TBD","A6.30"
"M16.14","GTF2H4","M16.14_GTF2H4","TBD","A6.30"
"M16.14","HMG20A","M16.14_HMG20A","TBD","A6.30"
"M16.14","HYOU1","M16.14_HYOU1","TBD","A6.30"
"M16.14","INPP5E","M16.14_INPP5E","TBD","A6.30"
"M16.14","IPO4","M16.14_IPO4","TBD","A6.30"
"M16.14","KIAA0406","M16.14_KIAA0406","TBD","A6.30"
"M16.14","KIAA0664","M16.14_KIAA0664","TBD","A6.30"
"M16.14","KIAA1394","M16.14_KIAA1394","TBD","A6.30"
"M16.14","KIAA1787","M16.14_KIAA1787","TBD","A6.30"
"M16.14","KIFC2","M16.14_KIFC2","TBD","A6.30"
"M16.14","LOC338799","M16.14_LOC338799","TBD","A6.30"
"M16.14","LOC348262","M16.14_LOC348262","TBD","A6.30"
"M16.14","LOC645904","M16.14_LOC645904","TBD","A6.30"
"M16.14","LRDD","M16.14_LRDD","TBD","A6.30"
"M16.14","LTBP4","M16.14_LTBP4","TBD","A6.30"
"M16.14","MAGED2","M16.14_MAGED2","TBD","A6.30"
"M16.14","MBD3","M16.14_MBD3","TBD","A6.30"
"M16.14","MECP2","M16.14_MECP2","TBD","A6.30"
"M16.14","MED24","M16.14_MED24","TBD","A6.30"
