"Module","Gene","Module_gene","Function","position"
"M13.8","NKTR","M13.8_NKTR","TBD","A3.7"
"M13.8","NSUN5","M13.8_NSUN5","TBD","A3.7"
"M13.8","NSUN5C","M13.8_NSUN5C","TBD","A3.7"
"M13.8","OGT","M13.8_OGT","TBD","A3.7"
"M13.8","PDE7A","M13.8_PDE7A","TBD","A3.7"
"M13.8","PLA2G4B","M13.8_PLA2G4B","TBD","A3.7"
"M13.8","PLCH2","M13.8_PLCH2","TBD","A3.7"
"M13.8","PRPF4B","M13.8_PRPF4B","TBD","A3.7"
"M13.8","RBM6","M13.8_RBM6","TBD","A3.7"
"M13.8","SEPT1","M13.8_SEPT1","TBD","A3.7"
"M13.8","SEPT6","M13.8_SEPT6","TBD","A3.7"
"M13.8","SFRS14","M13.8_SFRS14","TBD","A3.7"
"M13.8","SFRS5","M13.8_SFRS5","TBD","A3.7"
"M13.8","SMA4","M13.8_SMA4","TBD","A3.7"
"M13.8","SNORA25","M13.8_SNORA25","TBD","A3.7"
"M13.8","SNORA70","M13.8_SNORA70","TBD","A3.7"
"M13.8","STAG3L2","M13.8_STAG3L2","TBD","A3.7"
"M13.8","TAF1C","M13.8_TAF1C","TBD","A3.7"
"M13.8","TAGLN","M13.8_TAGLN","TBD","A3.7"
"M13.8","TARDBP","M13.8_TARDBP","TBD","A3.7"
"M13.8","TPM2","M13.8_TPM2","TBD","A3.7"
"M13.8","TTC13","M13.8_TTC13","TBD","A3.7"
"M13.8","TTC14","M13.8_TTC14","TBD","A3.7"
"M13.8","VAMP1","M13.8_VAMP1","TBD","A3.7"
"M13.8","WDR33","M13.8_WDR33","TBD","A3.7"
"M13.8","ZNF83","M13.8_ZNF83","TBD","A3.7"
"M13.9","ADAT1","M13.9_ADAT1","Gene transcription","A3.5"
"M13.9","ADNP2","M13.9_ADNP2","Gene transcription","A3.5"
"M13.9","AKAP8","M13.9_AKAP8","Gene transcription","A3.5"
"M13.9","ALG6","M13.9_ALG6","Gene transcription","A3.5"
"M13.9","ALS2","M13.9_ALS2","Gene transcription","A3.5"
"M13.9","ANKHD1","M13.9_ANKHD1","Gene transcription","A3.5"
"M13.9","ANKRD10","M13.9_ANKRD10","Gene transcription","A3.5"
"M13.9","AP4E1","M13.9_AP4E1","Gene transcription","A3.5"
"M13.9","APTX","M13.9_APTX","Gene transcription","A3.5"
"M13.9","ARL5A","M13.9_ARL5A","Gene transcription","A3.5"
"M13.9","ATG16L1","M13.9_ATG16L1","Gene transcription","A3.5"
"M13.9","ATP11C","M13.9_ATP11C","Gene transcription","A3.5"
"M13.9","ATP2A2","M13.9_ATP2A2","Gene transcription","A3.5"
"M13.9","BFAR","M13.9_BFAR","Gene transcription","A3.5"
"M13.9","BRPF1","M13.9_BRPF1","Gene transcription","A3.5"
"M13.9","C10ORF137","M13.9_C10ORF137","Gene transcription","A3.5"
"M13.9","C10ORF6","M13.9_C10ORF6","Gene transcription","A3.5"
"M13.9","C13ORF23","M13.9_C13ORF23","Gene transcription","A3.5"
"M13.9","C16ORF56","M13.9_C16ORF56","Gene transcription","A3.5"
"M13.9","C5ORF37","M13.9_C5ORF37","Gene transcription","A3.5"
"M13.9","CASP2","M13.9_CASP2","Gene transcription","A3.5"
"M13.9","CBR4","M13.9_CBR4","Gene transcription","A3.5"
"M13.9","CCDC77","M13.9_CCDC77","Gene transcription","A3.5"
"M13.9","CDC2L5","M13.9_CDC2L5","Gene transcription","A3.5"
"M13.9","CEBPG","M13.9_CEBPG","Gene transcription","A3.5"
"M13.9","CEP192","M13.9_CEP192","Gene transcription","A3.5"
"M13.9","CGGBP1","M13.9_CGGBP1","Gene transcription","A3.5"
"M13.9","CHCHD7","M13.9_CHCHD7","Gene transcription","A3.5"
"M13.9","CNOT6","M13.9_CNOT6","Gene transcription","A3.5"
"M13.9","CSTF3","M13.9_CSTF3","Gene transcription","A3.5"
"M13.9","CTCF","M13.9_CTCF","Gene transcription","A3.5"
"M13.9","DDX46","M13.9_DDX46","Gene transcription","A3.5"
"M13.9","DHFRL1","M13.9_DHFRL1","Gene transcription","A3.5"
"M13.9","DHPS","M13.9_DHPS","Gene transcription","A3.5"
"M13.9","DHX15","M13.9_DHX15","Gene transcription","A3.5"
"M13.9","DHX33","M13.9_DHX33","Gene transcription","A3.5"
"M13.9","EHD4","M13.9_EHD4","Gene transcription","A3.5"
"M13.9","EIF2S3","M13.9_EIF2S3","Gene transcription","A3.5"
"M13.9","EPM2AIP1","M13.9_EPM2AIP1","Gene transcription","A3.5"
"M13.9","ERP27","M13.9_ERP27","Gene transcription","A3.5"
"M13.9","FAM152A","M13.9_FAM152A","Gene transcription","A3.5"
"M13.9","FLJ20323","M13.9_FLJ20323","Gene transcription","A3.5"
"M13.9","FNTA","M13.9_FNTA","Gene transcription","A3.5"
"M13.9","GALNT11","M13.9_GALNT11","Gene transcription","A3.5"
"M13.9","GNPTAB","M13.9_GNPTAB","Gene transcription","A3.5"
"M13.9","HNRNPD","M13.9_HNRNPD","Gene transcription","A3.5"
"M13.9","HS.126768","M13.9_HS.126768","Gene transcription","A3.5"
"M13.9","HS.19339","M13.9_HS.19339","Gene transcription","A3.5"
"M13.9","HS.294103","M13.9_HS.294103","Gene transcription","A3.5"
"M13.9","HS.538259","M13.9_HS.538259","Gene transcription","A3.5"
"M13.9","HSPA14","M13.9_HSPA14","Gene transcription","A3.5"
"M13.9","KIAA0141","M13.9_KIAA0141","Gene transcription","A3.5"
"M13.9","KIAA1191","M13.9_KIAA1191","Gene transcription","A3.5"
"M13.9","KIAA1737","M13.9_KIAA1737","Gene transcription","A3.5"
"M13.9","KIF13B","M13.9_KIF13B","Gene transcription","A3.5"
"M13.9","KRIT1","M13.9_KRIT1","Gene transcription","A3.5"
"M13.9","LOC400657","M13.9_LOC400657","Gene transcription","A3.5"
"M13.9","LOC650215","M13.9_LOC650215","Gene transcription","A3.5"
"M13.9","MFSD8","M13.9_MFSD8","Gene transcription","A3.5"
"M13.9","MTMR9","M13.9_MTMR9","Gene transcription","A3.5"
"M13.9","MTRR","M13.9_MTRR","Gene transcription","A3.5"
"M13.9","MUS81","M13.9_MUS81","Gene transcription","A3.5"
"M13.9","NCOA5","M13.9_NCOA5","Gene transcription","A3.5"
"M13.9","NHLRC3","M13.9_NHLRC3","Gene transcription","A3.5"
"M13.9","NONO","M13.9_NONO","Gene transcription","A3.5"
"M13.9","NPC1","M13.9_NPC1","Gene transcription","A3.5"
"M13.9","NRIP1","M13.9_NRIP1","Gene transcription","A3.5"
"M13.9","PDCD6IP","M13.9_PDCD6IP","Gene transcription","A3.5"
"M13.9","PI4KAP2","M13.9_PI4KAP2","Gene transcription","A3.5"
"M13.9","PIGA","M13.9_PIGA","Gene transcription","A3.5"
"M13.9","PIP3-E","M13.9_PIP3-E","Gene transcription","A3.5"
"M13.9","PPWD1","M13.9_PPWD1","Gene transcription","A3.5"
"M13.9","PTBP2","M13.9_PTBP2","Gene transcription","A3.5"
"M13.9","RARS2","M13.9_RARS2","Gene transcription","A3.5"
"M13.9","RBM4B","M13.9_RBM4B","Gene transcription","A3.5"
"M13.9","RHOT2","M13.9_RHOT2","Gene transcription","A3.5"
"M13.9","RWDD4A","M13.9_RWDD4A","Gene transcription","A3.5"
"M13.9","S100PBP","M13.9_S100PBP","Gene transcription","A3.5"
"M13.9","SEC22C","M13.9_SEC22C","Gene transcription","A3.5"
"M13.9","SEC23IP","M13.9_SEC23IP","Gene transcription","A3.5"
"M13.9","SFRS12","M13.9_SFRS12","Gene transcription","A3.5"
"M13.9","SFRS2","M13.9_SFRS2","Gene transcription","A3.5"
"M13.9","SKP2","M13.9_SKP2","Gene transcription","A3.5"
"M13.9","SLC46A3","M13.9_SLC46A3","Gene transcription","A3.5"
"M13.9","SMAP1","M13.9_SMAP1","Gene transcription","A3.5"
"M13.9","SR140","M13.9_SR140","Gene transcription","A3.5"
"M13.9","TBCE","M13.9_TBCE","Gene transcription","A3.5"
"M13.9","TFCP2","M13.9_TFCP2","Gene transcription","A3.5"
"M13.9","TMEM77","M13.9_TMEM77","Gene transcription","A3.5"
"M13.9","TRAM1","M13.9_TRAM1","Gene transcription","A3.5"
"M13.9","TXNDC10","M13.9_TXNDC10","Gene transcription","A3.5"
"M13.9","UBE3C","M13.9_UBE3C","Gene transcription","A3.5"
"M13.9","UTP14C","M13.9_UTP14C","Gene transcription","A3.5"
"M13.9","WDR7","M13.9_WDR7","Gene transcription","A3.5"
"M13.9","WDSUB1","M13.9_WDSUB1","Gene transcription","A3.5"
"M13.9","ZNF189","M13.9_ZNF189","Gene transcription","A3.5"
"M13.9","ZNF318","M13.9_ZNF318","Gene transcription","A3.5"
"M13.9","ZNF451","M13.9_ZNF451","Gene transcription","A3.5"
"M13.9","ZNF518B","M13.9_ZNF518B","Gene transcription","A3.5"
"M13.10","ABCF1","M13.10_ABCF1","Protein synthesis","A2.17"
"M13.10","ABL1","M13.10_ABL1","Protein synthesis","A2.17"
"M13.10","ADNP","M13.10_ADNP","Protein synthesis","A2.17"
"M13.10","ADPRHL2","M13.10_ADPRHL2","Protein synthesis","A2.17"
"M13.10","ALAD","M13.10_ALAD","Protein synthesis","A2.17"
"M13.10","ALKBH6","M13.10_ALKBH6","Protein synthesis","A2.17"
"M13.10","AP1B1","M13.10_AP1B1","Protein synthesis","A2.17"
"M13.10","ASB1","M13.10_ASB1","Protein synthesis","A2.17"
"M13.10","ATPAF1","M13.10_ATPAF1","Protein synthesis","A2.17"
"M13.10","ATPBD1B","M13.10_ATPBD1B","Protein synthesis","A2.17"
"M13.10","AYP1P1","M13.10_AYP1P1","Protein synthesis","A2.17"
"M13.10","BCL2L12","M13.10_BCL2L12","Protein synthesis","A2.17"
"M13.10","BLCAP","M13.10_BLCAP","Protein synthesis","A2.17"
"M13.10","C12ORF62","M13.10_C12ORF62","Protein synthesis","A2.17"
"M13.10","C16ORF44","M13.10_C16ORF44","Protein synthesis","A2.17"
"M13.10","C16ORF53","M13.10_C16ORF53","Protein synthesis","A2.17"
"M13.10","C18ORF37","M13.10_C18ORF37","Protein synthesis","A2.17"
"M13.10","C1ORF123","M13.10_C1ORF123","Protein synthesis","A2.17"
"M13.10","C1ORF2","M13.10_C1ORF2","Protein synthesis","A2.17"
"M13.10","C1ORF50","M13.10_C1ORF50","Protein synthesis","A2.17"
"M13.10","C1ORF77","M13.10_C1ORF77","Protein synthesis","A2.17"
"M13.10","C20ORF27","M13.10_C20ORF27","Protein synthesis","A2.17"
"M13.10","C2ORF42","M13.10_C2ORF42","Protein synthesis","A2.17"
"M13.10","C6ORF136","M13.10_C6ORF136","Protein synthesis","A2.17"
"M13.10","CHCHD4","M13.10_CHCHD4","Protein synthesis","A2.17"
"M13.10","CLPP","M13.10_CLPP","Protein synthesis","A2.17"
"M13.10","CTNNBL1","M13.10_CTNNBL1","Protein synthesis","A2.17"
"M13.10","CXORF40A","M13.10_CXORF40A","Protein synthesis","A2.17"
"M13.10","DPAGT1","M13.10_DPAGT1","Protein synthesis","A2.17"
"M13.10","DYNC1I2","M13.10_DYNC1I2","Protein synthesis","A2.17"
"M13.10","EIF5B","M13.10_EIF5B","Protein synthesis","A2.17"
"M13.10","ETFB","M13.10_ETFB","Protein synthesis","A2.17"
"M13.10","FAM116B","M13.10_FAM116B","Protein synthesis","A2.17"
"M13.10","FLJ11286","M13.10_FLJ11286","Protein synthesis","A2.17"
"M13.10","GMDS","M13.10_GMDS","Protein synthesis","A2.17"
"M13.10","GTF3C6","M13.10_GTF3C6","Protein synthesis","A2.17"
"M13.10","HMG1L1","M13.10_HMG1L1","Protein synthesis","A2.17"
"M13.10","HSCB","M13.10_HSCB","Protein synthesis","A2.17"
"M13.10","ILVBL","M13.10_ILVBL","Protein synthesis","A2.17"
"M13.10","KCTD21","M13.10_KCTD21","Protein synthesis","A2.17"
"M13.10","KIAA0194","M13.10_KIAA0194","Protein synthesis","A2.17"
"M13.10","KIAA0859","M13.10_KIAA0859","Protein synthesis","A2.17"
"M13.10","LCMT1","M13.10_LCMT1","Protein synthesis","A2.17"
"M13.10","LOC389137","M13.10_LOC389137","Protein synthesis","A2.17"
"M13.10","LOC728564","M13.10_LOC728564","Protein synthesis","A2.17"
"M13.10","LRRC47","M13.10_LRRC47","Protein synthesis","A2.17"
"M13.10","MCTS1","M13.10_MCTS1","Protein synthesis","A2.17"
"M13.10","MED29","M13.10_MED29","Protein synthesis","A2.17"
"M13.10","MIF4GD","M13.10_MIF4GD","Protein synthesis","A2.17"
"M13.10","MRPL20","M13.10_MRPL20","Protein synthesis","A2.17"
"M13.10","MRPL22","M13.10_MRPL22","Protein synthesis","A2.17"
"M13.10","MRPL27","M13.10_MRPL27","Protein synthesis","A2.17"
"M13.10","MRPL36","M13.10_MRPL36","Protein synthesis","A2.17"
"M13.10","MRPS11","M13.10_MRPS11","Protein synthesis","A2.17"
"M13.10","MRPS16","M13.10_MRPS16","Protein synthesis","A2.17"
"M13.10","MTA2","M13.10_MTA2","Protein synthesis","A2.17"
